evaluator_or_model,study,source_path,archive_path,status,sha256,score_table_identifier
evidence_prior_202608,EP-04,content/raw_responses/evidence_prior_202608/EP-04.json,data/reasoning_logs/evidence_prior_202608/EP-04.json,complete,72ecea9d5ed512a36aef0f00fd705325687e6f1eba797d246d604310fcd72ee1,hpc_ag_table
evidence_prior_202608,EP-05,content/raw_responses/evidence_prior_202608/EP-05.json,data/reasoning_logs/evidence_prior_202608/EP-05.json,complete,1ab784f14c5abee721a4a952f9adc115e44be89182a69ff5f4386780e0f98968,hpc_ag_table
evidence_prior_202608,EP-06,content/raw_responses/evidence_prior_202608/EP-06.json,data/reasoning_logs/evidence_prior_202608/EP-06.json,complete,90093af3d4412f94deba6c65c7f06e428c9ee51339bd1f188f816cafee3c08f4,hpc_ag_table
evidence_prior_202608,EP-07,content/raw_responses/evidence_prior_202608/EP-07.json,data/reasoning_logs/evidence_prior_202608/EP-07.json,complete,207da453b893a5706f3bf8f9237df04abdb0b1719c311b0845f3ee0897edd94d,hpc_ag_table
evidence_prior_202608,EP-08,content/raw_responses/evidence_prior_202608/EP-08.json,data/reasoning_logs/evidence_prior_202608/EP-08.json,complete,4dad41e7e3657d6914c542efdb422a14313b96ed10c42997121cc0a877432369,hpc_ag_table
evidence_prior_202608,EP-09,content/raw_responses/evidence_prior_202608/EP-09.json,data/reasoning_logs/evidence_prior_202608/EP-09.json,complete,892f6ab7b3f0f404086b96a9ef0e084b7bc867326976df27785d34dd7e760af9,hpc_ag_table
evidence_prior_202608,EP-10,content/raw_responses/evidence_prior_202608/EP-10.json,data/reasoning_logs/evidence_prior_202608/EP-10.json,complete,ad6e7aba63fd5a282e377e25e46dc2cf19d000d560137441ca9e21fed155e159,hpc_ag_table
evidence_prior_202608,EP-11,content/raw_responses/evidence_prior_202608/EP-11.json,data/reasoning_logs/evidence_prior_202608/EP-11.json,complete,bc63b508e0f325ff9c6e1836db403970944ee91c7607ecdf7738f4de260ee45a,hpc_ag_table
evidence_prior_202608,EP-12,content/raw_responses/evidence_prior_202608/EP-12.json,data/reasoning_logs/evidence_prior_202608/EP-12.json,complete,f0058328fbffe9ec27386652cc35ede863be83aad72d5ebc81aa99f3ce4f609f,hpc_ag_table
evidence_prior_202608,EP-13,content/raw_responses/evidence_prior_202608/EP-13.json,data/reasoning_logs/evidence_prior_202608/EP-13.json,complete,1aef4882c4deab9cf8fd3d265fd3434ac59801686ca48ba0a9de873920d90fd1,hpc_ag_table
evidence_prior_202608,EP-14,content/raw_responses/evidence_prior_202608/EP-14.json,data/reasoning_logs/evidence_prior_202608/EP-14.json,complete,fd061aae54f1e65193e00400218682631a5748ed2cb2e4984eeff55e82270902,hpc_ag_table
evidence_prior_202608,EP-15,content/raw_responses/evidence_prior_202608/EP-15.json,data/reasoning_logs/evidence_prior_202608/EP-15.json,complete,20be3f3fb1d01dee798ff6b1220f66adf5ba3650b101cfa1f0288b527df506e5,hpc_ag_table
evidence_prior_202608,EP-16,content/raw_responses/evidence_prior_202608/EP-16.json,data/reasoning_logs/evidence_prior_202608/EP-16.json,complete,9a5c2619db587e7ef4a879eb49cb05d7ca48a1164d67dcff6fab25d548311aaf,hpc_ag_table
evidence_prior_202608,EP-17,content/raw_responses/evidence_prior_202608/EP-17.json,data/reasoning_logs/evidence_prior_202608/EP-17.json,complete,3e59eed101406e5301e504374040e7156191ac97ffe7c4b6fce99024c859477e,hpc_ag_table
evidence_prior_202608,EP-18,content/raw_responses/evidence_prior_202608/EP-18.json,data/reasoning_logs/evidence_prior_202608/EP-18.json,complete,8e8d9cf345c474699003aae69a808ea4e85ba4952f6be76e65823ae8f0ad5834,hpc_ag_table
evidence_prior_202608,EP-19,content/raw_responses/evidence_prior_202608/EP-19.json,data/reasoning_logs/evidence_prior_202608/EP-19.json,complete,b63b9ef9c626fea1b88a7afc217eb05d165b451a7137b1460c6ef5c9621eaf3a,hpc_ag_table
evidence_prior_202608,EP-20,content/raw_responses/evidence_prior_202608/EP-20.json,data/reasoning_logs/evidence_prior_202608/EP-20.json,complete,5ba8e78014a3b991e68ce399531b32256b6182bdac1544f2b3bad1959be2a58f,hpc_ag_table
evidence_prior_202608,EP-21,content/raw_responses/evidence_prior_202608/EP-21.json,data/reasoning_logs/evidence_prior_202608/EP-21.json,complete,07401e9657a5bdb4000243aa58d54239b920cb9cdc2f85bdb3955844107b74d6,hpc_ag_table
evidence_prior_202608,EP-22,content/raw_responses/evidence_prior_202608/EP-22.json,data/reasoning_logs/evidence_prior_202608/EP-22.json,complete,04107c86787f0e0dae9dc881ce5c7babf703589ed47f71c3b95668c2d76459e5,hpc_ag_table
evidence_prior_202608,EP-23,content/raw_responses/evidence_prior_202608/EP-23.json,data/reasoning_logs/evidence_prior_202608/EP-23.json,complete,b4d8c0602b46fa7098df8e8af51be00716781ad5217aadb7f3c8282cad66cca1,hpc_ag_table
evidence_prior_202608,EP-24,content/raw_responses/evidence_prior_202608/EP-24.json,data/reasoning_logs/evidence_prior_202608/EP-24.json,complete,e1faca763bcf570e1878ac1271033f5c390972ae402e31816d3a577921f4bf46,hpc_ag_table
evidence_prior_202608,EP-25,content/raw_responses/evidence_prior_202608/EP-25.json,data/reasoning_logs/evidence_prior_202608/EP-25.json,complete,a55db09dad1fe032f1e226b80145c3d264bf080621b4263cebf36053ded59bb7,hpc_ag_table
evidence_prior_202608,EP-26,content/raw_responses/evidence_prior_202608/EP-26.json,data/reasoning_logs/evidence_prior_202608/EP-26.json,complete,a69a9a15746f195bbe9d064ecffa858db0613b6b36aaae1d9160cdc56637cee4,hpc_ag_table
evidence_prior_202608,EP-27,content/raw_responses/evidence_prior_202608/EP-27.json,data/reasoning_logs/evidence_prior_202608/EP-27.json,complete,f87c5168f54b75fc644ddaacc3c8ad964524bf0f94a780a230f73b96c65356fd,hpc_ag_table
evidence_prior_202608,EP-28,content/raw_responses/evidence_prior_202608/EP-28.json,data/reasoning_logs/evidence_prior_202608/EP-28.json,complete,8f1226e408f65bb7db6144ca73ca3a04a0b802633774637fd027eabcaac8c567,hpc_ag_table
evidence_prior_202608,EP-29,content/raw_responses/evidence_prior_202608/EP-29.json,data/reasoning_logs/evidence_prior_202608/EP-29.json,complete,06a5165f48c22d040b74fb3a77ccdf420ac724d9f27ecd5a67c0b282d54776c5,hpc_ag_table
evidence_prior_202608,EP-30,content/raw_responses/evidence_prior_202608/EP-30.json,data/reasoning_logs/evidence_prior_202608/EP-30.json,complete,00ff6bd3742f703e4954a8d6269d31ea3e9e898afdaf7f1cc281af5e158505bf,hpc_ag_table
evidence_prior_202608,EP-31,content/raw_responses/evidence_prior_202608/EP-31.json,data/reasoning_logs/evidence_prior_202608/EP-31.json,complete,21a8069ee92b28cfe530abf7a3e6ed8d843b7c6ce168d8536b2cb0d0805567c0,hpc_ag_table
evidence_prior_202608,EP-32,content/raw_responses/evidence_prior_202608/EP-32.json,data/reasoning_logs/evidence_prior_202608/EP-32.json,complete,72908dc0bec0ca46c9037249010d3fb674aab953c1156cc3448c7bdc900c759f,hpc_ag_table
evidence_prior_202608,EP-33,content/raw_responses/evidence_prior_202608/EP-33.json,data/reasoning_logs/evidence_prior_202608/EP-33.json,complete,aa83c34efd095e23bb45a3268a8025da4e5366ad43d67ec032bdad63b987609d,hpc_ag_table
evidence_prior_202608,EP-34,content/raw_responses/evidence_prior_202608/EP-34.json,data/reasoning_logs/evidence_prior_202608/EP-34.json,complete,82b2252a2bf3b5f4fbe9d0c26adcfb7047fb0b3d2b70ad24aea8cee8da8f2ae1,hpc_ag_table
evidence_prior_202608,EP-35,content/raw_responses/evidence_prior_202608/EP-35.json,data/reasoning_logs/evidence_prior_202608/EP-35.json,complete,ae7be0cc7ffdd80002331d5d789bf54081e609a5eb5587eafa74d43f146937e4,hpc_ag_table
evidence_prior_202608,EP-36,content/raw_responses/evidence_prior_202608/EP-36.json,data/reasoning_logs/evidence_prior_202608/EP-36.json,complete,9258f7efc146a8280ee78af99035e1ccd755a6060c52df620385dbdc9d6c9c3c,hpc_ag_table
evidence_prior_202608,EP-37,content/raw_responses/evidence_prior_202608/EP-37.json,data/reasoning_logs/evidence_prior_202608/EP-37.json,complete,95cbb410b40e8d93423d71164f7c67f40c57ed3358fa6e784651830d07a88aba,hpc_ag_table
evidence_prior_202608,EP-38,content/raw_responses/evidence_prior_202608/EP-38.json,data/reasoning_logs/evidence_prior_202608/EP-38.json,complete,5be67aac2d44d806482c28eacc25430f3b4b5a8583e5fbe55e1f20fa34fc727b,hpc_ag_table
evidence_prior_202608,EP-39,content/raw_responses/evidence_prior_202608/EP-39.json,data/reasoning_logs/evidence_prior_202608/EP-39.json,complete,eefe2d2a9e612e0b19fd296d2a086243254dcb0e25c174781d15673302f0738c,hpc_ag_table
evidence_prior_202608,EP-40,content/raw_responses/evidence_prior_202608/EP-40.json,data/reasoning_logs/evidence_prior_202608/EP-40.json,complete,7d90d5f97b8a4084633836102f1f125bb7ad27a4b284ec2eabcfcc6f6dab0ae6,hpc_ag_table
evidence_prior_202608,EP-41,content/raw_responses/evidence_prior_202608/EP-41.json,data/reasoning_logs/evidence_prior_202608/EP-41.json,complete,5c21ac22d026fedbd3929a6d5b2b9b1ce5c5e95277f0d5d3877aeaac83facd7c,hpc_ag_table
evidence_prior_202608,EP-42,content/raw_responses/evidence_prior_202608/EP-42.json,data/reasoning_logs/evidence_prior_202608/EP-42.json,complete,1f43ce68660d159d7d8b5939bc6f02e055a587a6d41c53c3981482f38fcffaa4,hpc_ag_table
evidence_prior_202608,EP-43,content/raw_responses/evidence_prior_202608/EP-43.json,data/reasoning_logs/evidence_prior_202608/EP-43.json,complete,5e483b3861a7940e6f22e8c642b6bf25faec3076fccc644186d1d91c06323ffc,hpc_ag_table
evidence_prior_202608,EP-44,content/raw_responses/evidence_prior_202608/EP-44.json,data/reasoning_logs/evidence_prior_202608/EP-44.json,complete,7f4b9021f5a211d2e51ba42b7ffada1b327ba24039ac1c9b5af0dfa920e5b827,hpc_ag_table
evidence_prior_202608,EP-45,content/raw_responses/evidence_prior_202608/EP-45.json,data/reasoning_logs/evidence_prior_202608/EP-45.json,complete,f00774306b19f588d1bb09daf8f22d48685da3874bacdaf2ee7a624b75423290,hpc_ag_table
evidence_prior_202608,EP-46,content/raw_responses/evidence_prior_202608/EP-46.json,data/reasoning_logs/evidence_prior_202608/EP-46.json,complete,d140df3751e5566655a7fa8a706d8368758f5ead0babe99543bc47874d81d966,hpc_ag_table
evidence_prior_202608,EP-47,content/raw_responses/evidence_prior_202608/EP-47.json,data/reasoning_logs/evidence_prior_202608/EP-47.json,complete,db713eca1be35e18c4cf551753eff2727a1163ab92ac921ec4d638df145ff72d,hpc_ag_table
evidence_prior_202608,EP-48,content/raw_responses/evidence_prior_202608/EP-48.json,data/reasoning_logs/evidence_prior_202608/EP-48.json,complete,d3bedd9b0f70320bf8df3a87b710c33c38e6c44998ecd7370c239e96009c7491,hpc_ag_table
evidence_prior_202608,EP-49,content/raw_responses/evidence_prior_202608/EP-49.json,data/reasoning_logs/evidence_prior_202608/EP-49.json,complete,65727f475e9021197f9ebf0ae959f9460df512533c77b80d37195a449e7c2d38,hpc_ag_table
evidence_prior_202608,EP-50,content/raw_responses/evidence_prior_202608/EP-50.json,data/reasoning_logs/evidence_prior_202608/EP-50.json,complete,7fac32d6c540c67af4f72332d143a3ad0645f23e6aa043fbcd162194d23cda9d,hpc_ag_table
evidence_prior_202608,EP-51,content/raw_responses/evidence_prior_202608/EP-51.json,data/reasoning_logs/evidence_prior_202608/EP-51.json,complete,3dac6e1a064be9a06a4cc617e34f936e8ec01cf67ab32e3a251a65c14bac83d6,hpc_ag_table
evidence_prior_202608,EP-52,content/raw_responses/evidence_prior_202608/EP-52.json,data/reasoning_logs/evidence_prior_202608/EP-52.json,complete,b793b28bcc77f036a99ae370084af46922d77680f304ab387f9ea944231403e8,hpc_ag_table
evidence_prior_202608,EP-53,content/raw_responses/evidence_prior_202608/EP-53.json,data/reasoning_logs/evidence_prior_202608/EP-53.json,complete,e1d5c20a2754b8a004f51a55597de5496fbd446f638ed0748d5748ccd13e52ba,hpc_ag_table
evidence_prior_202608,EP-54,content/raw_responses/evidence_prior_202608/EP-54.json,data/reasoning_logs/evidence_prior_202608/EP-54.json,complete,4805452dc6d3efce6e9c1d9e12b33b60a822c2ace5bef99c30a7b028f4e82f1d,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Attinger2017__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Attinger2017__gemma-4-31b-it__T000__R01.json,complete,359f7224b74d1f0948545ffe38da98a0dc7731ec3d935bcd60e08f9e9f2be7da,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Bakhtiari2021__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Bakhtiari2021__gemma-4-31b-it__T000__R01.json,complete,7aa34cc199770ac9837519dc78bea521d06fccbdee91b1e65f96f51d95135ccf,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Bastos2012__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Bastos2012__gemma-4-31b-it__T000__R01.json,complete,ccf5d862fa8c68994f0642d1faa277f44f4255e0326214f98be240b9bb0ed6f5,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Bastos2020__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Bastos2020__gemma-4-31b-it__T000__R01.json,complete,ac49e9562ffb750a34fc8d9c01fbd1bbb9c1dca5754c36f30dbcaf850f58956e,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Bekinschtein2009__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Bekinschtein2009__gemma-4-31b-it__T000__R01.json,complete,9e50557e01d0bf103b8590302348d3f04692de6be03bc12df55485278e2174cc,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Chao2018__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Chao2018__gemma-4-31b-it__T000__R01.json,complete,065c5fa4c6e903cc2a482e54a11aa55febc145707ac104bd66397a16bc913874,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Friston2010__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Friston2010__gemma-4-31b-it__T000__R01.json,complete,b8b829b09ea66babf4fff65f8ddeeae18df0c4bd17806b1345291ee28a66d95b,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01.json,complete,9930c6067a2fda9b3732c1a035e1414aad4fbe9b77a90714296956c1156318ca,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Garret2020__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Garret2020__gemma-4-31b-it__T000__R01.json,complete,bae771d0224d6e3439e7baba1b7f9ec4add1efb01fd7053fc92f077c7c3101c5,hpc_ag_table
figure_text_ablation_202608,NOFIG,content/raw_responses/figure_text_ablation_202608/NOFIG__Greedy2022__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/figure_text_ablation_202608/NOFIG__Greedy2022__gemma-4-31b-it__T000__R01.json,complete,1088ae66b5f286abe71666963411902806bc9ddfc446c0d692509ad05039de68,hpc_ag_table
