paper_id,scientific_model,served_model_id,temperature,repeat,context,factor,score,condition_id,parse_status,is_recovered,parser_method
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Selective Sharpening,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Alpha/Beta Mediated Suppression,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,VIP-Mediated Disinhibition,0.7,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Precision Weighting (Gain),,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,E/I Balance Shift,0.5,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Omission Response,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward Deviance Detection,0.7,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward AMPA,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward NMDA,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward Ascending Gamma,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Absence of Feedback Error,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward Non-local Supragranular Activity (L2/3),0.4,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward Non-local Granular Activity (L4),,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward Non-local Directed Connectivity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward Non-local Activation,0.3,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Ascending Latency Shift,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Feedforward Error Propagation,0.6,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Subcortical Feedforward Relaying,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Canonical Microcircuit Ubiquity,0.3,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Hierarchical Mechanism Invariance,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Hierarchical Activity Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Hierarchical CSD Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Cross-Scale Hierarchical Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Hierarchical Presence (V1-PFC),,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Cross-Modal Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Interspecies Hierarchical Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Temporal Stability of Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Hierarchical Order Stability,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,Population-Wide Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,1,GO,State-Independent Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Subtractive Inhibition (SST),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Divisive Inhibition (PV),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Inhibition (GABA),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Habituation to Sequence,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Synaptic Depression (Adaptation),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Activity Suppression,0.6,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Selective Sharpening,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Alpha/Beta Mediated Suppression,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,VIP-Mediated Disinhibition,0.7,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Precision Weighting (Gain),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,E/I Balance Shift,0.5,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Omission Response,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward Deviance Detection,0.7,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward AMPA,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward NMDA,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward Ascending Gamma,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Absence of Feedback Error,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward Non-local Supragranular Activity (L2/3),0.4,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward Non-local Granular Activity (L4),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward Non-local Directed Connectivity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward Non-local Activation,0.3,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Ascending Latency Shift,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Feedforward Error Propagation,0.6,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Subcortical Feedforward Relaying,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Canonical Microcircuit Ubiquity,0.3,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Hierarchical Mechanism Invariance,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Hierarchical Activity Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Hierarchical CSD Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Cross-Scale Hierarchical Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Hierarchical Presence (V1-PFC),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Cross-Modal Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Interspecies Hierarchical Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Temporal Stability of Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Hierarchical Order Stability,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,Population-Wide Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,LO,State-Independent Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Subtractive Inhibition (SST),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Divisive Inhibition (PV),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Inhibition (GABA),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Habituation to Sequence,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Synaptic Depression (Adaptation),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Activity Suppression,0.6,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Selective Sharpening,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Alpha/Beta Mediated Suppression,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,VIP-Mediated Disinhibition,0.7,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Precision Weighting (Gain),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,E/I Balance Shift,0.5,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Omission Response,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward Deviance Detection,0.7,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward AMPA,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward NMDA,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward Ascending Gamma,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Absence of Feedback Error,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward Non-local Supragranular Activity (L2/3),0.4,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward Non-local Granular Activity (L4),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward Non-local Directed Connectivity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward Non-local Activation,0.3,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Ascending Latency Shift,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Feedforward Error Propagation,0.6,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Subcortical Feedforward Relaying,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Canonical Microcircuit Ubiquity,0.3,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Hierarchical Mechanism Invariance,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Hierarchical Activity Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Hierarchical CSD Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Cross-Scale Hierarchical Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Hierarchical Presence (V1-PFC),,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Cross-Modal Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Interspecies Hierarchical Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Temporal Stability of Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Hierarchical Order Stability,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,Population-Wide Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,2,GO,State-Independent Ubiquity,,Attinger2017__gemma-4-31b-it__T000__R02,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Subtractive Inhibition (SST),,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Divisive Inhibition (PV),,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Inhibition (GABA),,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Habituation to Sequence,,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Synaptic Depression (Adaptation),,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Activity Suppression,0.6,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Selective Sharpening,,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
Attinger2017,gemma-4-31b-it,gemma-4-31b-it,0.0,3,LO,Alpha/Beta Mediated Suppression,,Attinger2017__gemma-4-31b-it__T000__R03,recovered,True,extracted_json_block
